customer_id,company_name,industry,company_size,city,state,signup_date,plan_type,plan_price,trial_converted,trial_days,sales_rep
CUST00234,Company_234,Logistics,Medium,Jaipur,Rajasthan,2023-10-26,Professional,2999,Yes,11,Sneha Joshi
CUST00235,Company_235,Logistics,Small,Patna,Bihar,2022-03-06,Basic,999,Yes,28,Priya Patel
CUST00236,Company_236,Healthcare,Large,Mumbai,Maharashtra,2023-10-13,Professional,2999,Yes,23,Anjali Shah
CUST00237,Company_237,IT Services,Medium,Surat,Gujarat,2023-04-21,Basic,999,Yes,14,Sneha Joshi
CUST00238,Company_238,IT Services,Small,Kolkata,West Bengal,2023-12-19,Basic,999,No,20,Vikram Mehta
CUST00239,Company_239,Finance,Medium,Ahmedabad,Gujarat,2022-11-06,Professional,2999,Yes,16,Priya Patel
CUST00240,Company_240,Media,Medium,Mumbai,Maharashtra,2023-10-27,Basic,999,Yes,15,Priya Patel
CUST00241,Company_241,Finance,Large,Delhi,Delhi,2023-02-23,Enterprise,7999,Yes,8,Priya Patel
CUST00242,Company_242,Finance,Large,Patna,Bihar,2022-04-30,Enterprise,7999,Yes,24,Rohit Kumar
CUST00243,Company_243,Manufacturing,Large,Kolkata,West Bengal,2022-05-24,Enterprise,7999,Yes,25,Neha Gupta
CUST00244,Company_244,Real Estate,Small,Patna,Bihar,2022-02-16,Basic,999,No,30,Priya Patel
CUST00245,Company_245,Real Estate,Medium,Nagpur,Maharashtra,2022-02-08,Basic,999,No,12,Anjali Shah
CUST00246,Company_246,Media,Medium,Bhopal,Madhya Pradesh,2022-11-08,Enterprise,7999,Yes,27,Rahul Sharma
CUST00247,Company_247,Manufacturing,Small,Chennai,Tamil Nadu,2023-05-20,Basic,999,Yes,28,Rahul Sharma
CUST00248,Company_248,Logistics,Small,Hyderabad,Telangana,2022-04-29,Enterprise,7999,Yes,20,Sneha Joshi
CUST00249,Company_249,Manufacturing,Large,Mumbai,Maharashtra,2022-04-10,Enterprise,7999,No,24,Vikram Mehta
CUST00250,Company_250,Finance,Small,Hyderabad,Telangana,2022-08-29,Enterprise,7999,Yes,22,Neha Gupta
CUST00251,Company_251,IT Services,Medium,Patna,Bihar,2023-07-05,Basic,999,Yes,8,Rohit Kumar
CUST00252,Company_252,Education,Small,Surat,Gujarat,2022-05-19,Basic,999,Yes,18,Sneha Joshi
CUST00253,Company_253,Media,Small,Delhi,Delhi,2023-02-02,Enterprise,7999,Yes,27,Rahul Sharma
CUST00254,Company_254,Logistics,Small,Delhi,Delhi,2023-04-10,Basic,999,Yes,28,Neha Gupta
CUST00255,Company_255,Healthcare,Enterprise,Indore,Madhya Pradesh,2023-01-15,Basic,999,Yes,19,Neha Gupta
CUST00256,Company_256,Education,Large,Ahmedabad,Gujarat,2023-11-18,Professional,2999,Yes,23,Vikram Mehta
CUST00257,Company_257,Education,Enterprise,Nagpur,Maharashtra,2023-12-15,Enterprise,7999,No,17,Anjali Shah
CUST00258,Company_258,Manufacturing,Medium,Delhi,Delhi,2023-07-08,Professional,2999,Yes,29,Neha Gupta
CUST00259,Company_259,Retail,Small,Bhopal,Madhya Pradesh,2023-03-06,Professional,2999,Yes,20,Priya Patel
CUST00260,Company_260,Education,Medium,Jaipur,Rajasthan,2023-08-25,Basic,999,No,20,Neha Gupta
CUST00261,Company_261,Finance,Medium,Bhopal,Madhya Pradesh,2022-06-08,Professional,2999,Yes,11,Vikram Mehta
CUST00262,Company_262,Consulting,Large,Bangalore,Karnataka,2023-03-01,Enterprise,7999,Yes,16,Sneha Joshi
CUST00263,Company_263,IT Services,Small,Bangalore,Karnataka,2023-11-02,Basic,999,Yes,19,Vikram Mehta
CUST00264,Company_264,IT Services,Medium,Lucknow,Uttar Pradesh,2022-04-12,Professional,2999,Yes,12,Rohit Kumar
CUST00265,Company_265,Consulting,Small,Ahmedabad,Gujarat,2023-05-17,Enterprise,7999,No,24,Vikram Mehta
CUST00266,Company_266,Real Estate,Small,Jaipur,Rajasthan,2023-09-23,Professional,2999,Yes,22,Rahul Sharma
CUST00267,Company_267,Finance,Large,Bangalore,Karnataka,2023-02-22,Professional,2999,Yes,14,Priya Patel
CUST00268,Company_268,Healthcare,Medium,Chennai,Tamil Nadu,2022-10-14,Professional,2999,Yes,14,Anjali Shah
CUST00269,Company_269,Education,Medium,Jaipur,Rajasthan,2022-02-03,Basic,999,Yes,16,Rahul Sharma
CUST00270,Company_270,Real Estate,Medium,Nagpur,Maharashtra,2023-12-08,Basic,999,No,29,Sneha Joshi
CUST00271,Company_271,Finance,Medium,Surat,Gujarat,2023-01-15,Enterprise,7999,Yes,11,Amit Singh
CUST00272,Company_272,Manufacturing,Large,Pune,Maharashtra,2022-08-11,Enterprise,7999,Yes,21,Sneha Joshi
CUST00273,Company_273,IT Services,Large,Hyderabad,Telangana,2023-03-31,Enterprise,7999,No,8,Priya Patel
CUST00274,Company_274,Real Estate,Enterprise,Patna,Bihar,2023-04-01,Enterprise,7999,Yes,24,Neha Gupta
CUST00275,Company_275,Media,Large,Jaipur,Rajasthan,2022-08-30,Professional,2999,No,20,Vikram Mehta
CUST00276,Company_276,Education,Small,Bhopal,Madhya Pradesh,2023-01-07,Professional,2999,No,20,Amit Singh
CUST00277,Company_277,Education,Large,Indore,Madhya Pradesh,2022-04-12,Professional,2999,No,24,Priya Patel
CUST00278,Company_278,Healthcare,Medium,Indore,Madhya Pradesh,2023-12-04,Professional,2999,Yes,23,Rahul Sharma
CUST00279,Company_279,Retail,Small,Hyderabad,Telangana,2023-01-12,Professional,2999,Yes,11,Vikram Mehta
CUST00280,Company_280,Media,Large,Indore,Madhya Pradesh,2023-07-12,Professional,2999,No,19,Sneha Joshi
CUST00281,Company_281,Education,Small,Chennai,Tamil Nadu,2023-10-23,Enterprise,7999,Yes,14,Rahul Sharma
CUST00282,Company_282,Logistics,Enterprise,Pune,Maharashtra,2023-01-03,Basic,999,Yes,15,Priya Patel
CUST00283,Company_283,Media,Medium,Lucknow,Uttar Pradesh,2022-03-04,Basic,999,No,13,Priya Patel
CUST00284,Company_284,Education,Medium,Lucknow,Uttar Pradesh,2023-02-12,Basic,999,No,17,Sneha Joshi
CUST00285,Company_285,Consulting,Large,Kolkata,West Bengal,2022-10-10,Professional,2999,Yes,27,Amit Singh
CUST00286,Company_286,Media,Large,Ahmedabad,Gujarat,2022-07-14,Basic,999,Yes,9,Sneha Joshi
CUST00287,Company_287,Finance,Medium,Patna,Bihar,2022-05-06,Professional,2999,Yes,21,Neha Gupta
CUST00288,Company_288,Media,Medium,Jaipur,Rajasthan,2023-04-11,Professional,2999,No,18,Rahul Sharma
CUST00289,Company_289,Healthcare,Small,Ahmedabad,Gujarat,2022-04-04,Basic,999,No,9,Amit Singh
CUST00290,Company_290,Manufacturing,Medium,Delhi,Delhi,2023-11-10,Professional,2999,Yes,24,Vikram Mehta
CUST00291,Company_291,Manufacturing,Small,Hyderabad,Telangana,2022-08-06,Basic,999,Yes,30,Rohit Kumar
CUST00292,Company_292,Manufacturing,Large,Hyderabad,Telangana,2023-10-20,Basic,999,No,13,Neha Gupta
CUST00293,Company_293,Finance,Medium,Delhi,Delhi,2023-10-17,Enterprise,7999,Yes,8,Amit Singh
CUST00294,Company_294,Real Estate,Large,Kolkata,West Bengal,2023-09-04,Basic,999,Yes,15,Rohit Kumar
CUST00295,Company_295,Manufacturing,Small,Mumbai,Maharashtra,2022-01-22,Basic,999,No,19,Rohit Kumar
CUST00296,Company_296,IT Services,Small,Surat,Gujarat,2022-02-21,Professional,2999,Yes,28,Rahul Sharma
CUST00297,Company_297,Finance,Large,Jaipur,Rajasthan,2022-12-08,Professional,2999,Yes,26,Priya Patel
CUST00298,Company_298,Real Estate,Small,Hyderabad,Telangana,2022-09-07,Basic,999,Yes,26,Vikram Mehta
CUST00299,Company_299,IT Services,Small,Surat,Gujarat,2022-05-09,Professional,2999,Yes,8,Sneha Joshi
CUST00300,Company_300,IT Services,Small,Hyderabad,Telangana,2023-08-02,Basic,999,No,9,Rahul Sharma
CUST00301,Company_301,IT Services,Enterprise,Mumbai,Maharashtra,2022-07-30,Basic,999,Yes,13,Neha Gupta
CUST00302,Company_302,Logistics,Large,Delhi,Delhi,2022-03-12,Professional,2999,No,25,Anjali Shah
CUST00303,Company_303,Healthcare,Medium,Indore,Madhya Pradesh,2023-07-22,Professional,2999,Yes,30,Rohit Kumar
CUST00304,Company_304,Healthcare,Small,Lucknow,Uttar Pradesh,2022-08-01,Professional,2999,Yes,28,Neha Gupta
CUST00305,Company_305,Finance,Small,Mumbai,Maharashtra,2023-08-24,Professional,2999,Yes,24,Rohit Kumar
CUST00306,Company_306,IT Services,Large,Hyderabad,Telangana,2022-08-10,Enterprise,7999,Yes,13,Priya Patel
CUST00307,Company_307,Consulting,Large,Delhi,Delhi,2022-08-27,Professional,2999,Yes,22,Anjali Shah
CUST00308,Company_308,Media,Small,Patna,Bihar,2022-12-03,Basic,999,Yes,13,Priya Patel
CUST00309,Company_309,Real Estate,Small,Mumbai,Maharashtra,2022-06-01,Professional,2999,Yes,17,Vikram Mehta
CUST00310,Company_310,Healthcare,Small,Nagpur,Maharashtra,2023-09-03,Basic,999,Yes,16,Sneha Joshi
CUST00311,Company_311,Manufacturing,Large,Kolkata,West Bengal,2022-01-03,Basic,999,No,7,Vikram Mehta
CUST00312,Company_312,Finance,Large,Delhi,Delhi,2022-10-11,Basic,999,No,13,Priya Patel
CUST00313,Company_313,Real Estate,Small,Jaipur,Rajasthan,2022-05-29,Basic,999,No,13,Priya Patel
CUST00314,Company_314,Finance,Small,Hyderabad,Telangana,2022-05-14,Enterprise,7999,Yes,30,Neha Gupta
CUST00315,Company_315,Consulting,Small,Chennai,Tamil Nadu,2023-07-08,Enterprise,7999,Yes,10,Priya Patel
CUST00316,Company_316,Logistics,Enterprise,Lucknow,Uttar Pradesh,2022-09-14,Professional,2999,No,30,Anjali Shah
CUST00317,Company_317,Logistics,Small,Ahmedabad,Gujarat,2022-06-28,Basic,999,Yes,22,Anjali Shah
CUST00318,Company_318,IT Services,Large,Hyderabad,Telangana,2022-04-23,Basic,999,Yes,14,Amit Singh
CUST00319,Company_319,Logistics,Medium,Jaipur,Rajasthan,2023-11-08,Basic,999,No,29,Rohit Kumar
CUST00320,Company_320,Finance,Medium,Bangalore,Karnataka,2022-01-27,Basic,999,No,26,Rahul Sharma
CUST00321,Company_321,Manufacturing,Small,Indore,Madhya Pradesh,2022-05-15,Professional,2999,Yes,29,Priya Patel
CUST00322,Company_322,IT Services,Small,Patna,Bihar,2022-01-16,Professional,2999,Yes,13,Vikram Mehta
CUST00323,Company_323,Education,Medium,Patna,Bihar,2023-01-02,Professional,2999,No,19,Sneha Joshi
CUST00324,Company_324,Real Estate,Large,Surat,Gujarat,2022-09-01,Basic,999,Yes,14,Rohit Kumar
CUST00325,Company_325,Consulting,Medium,Surat,Gujarat,2023-08-26,Enterprise,7999,No,24,Rohit Kumar
CUST00326,Company_326,IT Services,Medium,Ahmedabad,Gujarat,2022-11-28,Professional,2999,No,17,Sneha Joshi
CUST00327,Company_327,Finance,Small,Hyderabad,Telangana,2022-01-17,Professional,2999,No,16,Sneha Joshi
CUST00328,Company_328,Real Estate,Enterprise,Bhopal,Madhya Pradesh,2022-06-28,Professional,2999,Yes,19,Rohit Kumar
CUST00329,Company_329,Manufacturing,Large,Ahmedabad,Gujarat,2022-09-29,Basic,999,Yes,21,Amit Singh
CUST00330,Company_330,Retail,Small,Bhopal,Madhya Pradesh,2022-02-23,Basic,999,No,24,Vikram Mehta
CUST00331,Company_331,Consulting,Enterprise,Pune,Maharashtra,2022-05-10,Basic,999,Yes,27,Amit Singh
CUST00332,Company_332,Finance,Medium,Hyderabad,Telangana,2023-03-08,Professional,2999,No,18,Priya Patel
CUST00333,Company_333,Consulting,Medium,Delhi,Delhi,2023-06-23,Basic,999,Yes,16,Rahul Sharma
CUST00334,Company_334,Healthcare,Large,Delhi,Delhi,2022-04-27,Basic,999,Yes,15,Sneha Joshi
CUST00335,Company_335,Retail,Large,Lucknow,Uttar Pradesh,2022-03-07,Basic,999,No,18,Anjali Shah
CUST00336,Company_336,Real Estate,Large,Pune,Maharashtra,2023-05-03,Basic,999,No,23,Vikram Mehta
CUST00337,Company_337,Logistics,Small,Kolkata,West Bengal,2023-04-05,Enterprise,7999,No,22,Sneha Joshi
CUST00338,Company_338,Finance,Small,Pune,Maharashtra,2023-01-06,Professional,2999,No,21,Amit Singh
CUST00339,Company_339,Consulting,Enterprise,Pune,Maharashtra,2023-06-10,Professional,2999,Yes,10,Neha Gupta
CUST00340,Company_340,Real Estate,Small,Ahmedabad,Gujarat,2023-08-31,Basic,999,No,30,Priya Patel
CUST00341,Company_341,Logistics,Medium,Nagpur,Maharashtra,2022-04-22,Professional,2999,No,22,Rahul Sharma
CUST00342,Company_342,Manufacturing,Medium,Indore,Madhya Pradesh,2023-04-08,Professional,2999,Yes,17,Priya Patel
CUST00343,Company_343,Manufacturing,Medium,Mumbai,Maharashtra,2023-05-31,Basic,999,Yes,13,Neha Gupta
CUST00344,Company_344,Consulting,Medium,Lucknow,Uttar Pradesh,2022-08-15,Basic,999,Yes,18,Rahul Sharma
CUST00345,Company_345,IT Services,Enterprise,Lucknow,Uttar Pradesh,2023-09-22,Basic,999,Yes,17,Neha Gupta
CUST00346,Company_346,Healthcare,Small,Lucknow,Uttar Pradesh,2022-02-14,Professional,2999,No,20,Priya Patel
CUST00347,Company_347,IT Services,Small,Delhi,Delhi,2023-11-06,Professional,2999,Yes,8,Amit Singh
CUST00348,Company_348,Healthcare,Small,Mumbai,Maharashtra,2023-06-18,Basic,999,Yes,25,Rohit Kumar
CUST00349,Company_349,Finance,Large,Pune,Maharashtra,2022-11-05,Basic,999,Yes,14,Priya Patel
CUST00350,Company_350,Education,Medium,Indore,Madhya Pradesh,2023-04-15,Professional,2999,Yes,30,Priya Patel
CUST00351,Company_351,Consulting,Small,Kolkata,West Bengal,2023-10-21,Professional,2999,Yes,11,Priya Patel
CUST00352,Company_352,Media,Large,Bhopal,Madhya Pradesh,2022-02-01,Enterprise,7999,Yes,7,Vikram Mehta
CUST00353,Company_353,Consulting,Large,Nagpur,Maharashtra,2022-03-04,Professional,2999,No,15,Neha Gupta
CUST00354,Company_354,Retail,Large,Delhi,Delhi,2023-05-06,Basic,999,Yes,24,Anjali Shah
CUST00355,Company_355,Logistics,Enterprise,Hyderabad,Telangana,2023-02-16,Basic,999,Yes,25,Neha Gupta
CUST00356,Company_356,Retail,Small,Hyderabad,Telangana,2023-03-13,Professional,2999,Yes,25,Sneha Joshi
CUST00357,Company_357,Manufacturing,Large,Hyderabad,Telangana,2023-12-04,Basic,999,No,30,Neha Gupta
CUST00358,Company_358,Healthcare,Medium,Jaipur,Rajasthan,2022-04-21,Professional,2999,Yes,20,Sneha Joshi
CUST00359,Company_359,Logistics,Large,Ahmedabad,Gujarat,2023-05-18,Enterprise,7999,No,16,Vikram Mehta
CUST00360,Company_360,Manufacturing,Large,Bangalore,Karnataka,2023-12-31,Professional,2999,No,11,Amit Singh
CUST00361,Company_361,Logistics,Large,Pune,Maharashtra,2023-03-31,Basic,999,No,13,Sneha Joshi
CUST00362,Company_362,IT Services,Large,Bangalore,Karnataka,2022-03-17,Professional,2999,Yes,17,Priya Patel
CUST00363,Company_363,Manufacturing,Small,Chennai,Tamil Nadu,2022-03-24,Professional,2999,No,14,Amit Singh
CUST00364,Company_364,IT Services,Medium,Ahmedabad,Gujarat,2022-11-26,Professional,2999,Yes,19,Rohit Kumar
CUST00365,Company_365,IT Services,Enterprise,Hyderabad,Telangana,2023-09-15,Enterprise,7999,No,25,Vikram Mehta
CUST00366,Company_366,Logistics,Enterprise,Nagpur,Maharashtra,2022-06-01,Basic,999,Yes,14,Neha Gupta
CUST00367,Company_367,Real Estate,Small,Patna,Bihar,2022-03-09,Enterprise,7999,Yes,22,Sneha Joshi
CUST00368,Company_368,Retail,Small,Delhi,Delhi,2022-05-10,Enterprise,7999,Yes,24,Anjali Shah
CUST00369,Company_369,Manufacturing,Small,Ahmedabad,Gujarat,2022-10-09,Basic,999,Yes,27,Priya Patel
CUST00370,Company_370,Media,Large,Bhopal,Madhya Pradesh,2023-10-02,Basic,999,No,28,Rahul Sharma
CUST00371,Company_371,Real Estate,Large,Nagpur,Maharashtra,2023-10-11,Basic,999,Yes,17,Rohit Kumar
CUST00372,Company_372,Retail,Small,Nagpur,Maharashtra,2023-08-23,Basic,999,Yes,15,Rahul Sharma
CUST00373,Company_373,Manufacturing,Medium,Jaipur,Rajasthan,2023-07-16,Basic,999,Yes,22,Amit Singh
CUST00374,Company_374,Healthcare,Large,Delhi,Delhi,2023-12-31,Professional,2999,No,30,Neha Gupta
CUST00375,Company_375,Retail,Large,Mumbai,Maharashtra,2022-11-29,Basic,999,No,27,Anjali Shah
CUST00376,Company_376,Media,Medium,Lucknow,Uttar Pradesh,2023-01-26,Basic,999,No,30,Rahul Sharma
CUST00377,Company_377,Consulting,Medium,Jaipur,Rajasthan,2023-09-04,Enterprise,7999,No,22,Amit Singh
CUST00378,Company_378,Finance,Medium,Nagpur,Maharashtra,2023-06-28,Basic,999,Yes,21,Vikram Mehta
CUST00379,Company_379,IT Services,Small,Mumbai,Maharashtra,2022-10-29,Enterprise,7999,Yes,12,Amit Singh
CUST00380,Company_380,Finance,Medium,Delhi,Delhi,2023-04-10,Basic,999,No,30,Rohit Kumar
CUST00381,Company_381,Real Estate,Large,Patna,Bihar,2023-06-02,Basic,999,Yes,18,Anjali Shah
CUST00382,Company_382,Consulting,Large,Bhopal,Madhya Pradesh,2023-09-12,Professional,2999,Yes,12,Anjali Shah
CUST00383,Company_383,IT Services,Medium,Nagpur,Maharashtra,2023-03-17,Professional,2999,Yes,11,Amit Singh
CUST00384,Company_384,Manufacturing,Large,Hyderabad,Telangana,2022-04-12,Enterprise,7999,Yes,30,Rohit Kumar
CUST00385,Company_385,Real Estate,Small,Bangalore,Karnataka,2023-12-20,Professional,2999,Yes,24,Amit Singh
CUST00386,Company_386,Media,Medium,Pune,Maharashtra,2022-04-28,Enterprise,7999,No,22,Anjali Shah
CUST00387,Company_387,Logistics,Small,Ahmedabad,Gujarat,2023-11-02,Basic,999,Yes,12,Anjali Shah
CUST00388,Company_388,Manufacturing,Small,Ahmedabad,Gujarat,2023-10-29,Basic,999,Yes,24,Priya Patel
CUST00389,Company_389,Retail,Large,Hyderabad,Telangana,2023-07-19,Professional,2999,Yes,27,Amit Singh
CUST00390,Company_390,Logistics,Enterprise,Nagpur,Maharashtra,2022-08-09,Enterprise,7999,No,8,Sneha Joshi
CUST00391,Company_391,Real Estate,Small,Pune,Maharashtra,2023-03-17,Enterprise,7999,Yes,23,Amit Singh
CUST00392,Company_392,Retail,Medium,Patna,Bihar,2023-04-08,Basic,999,No,8,Anjali Shah
CUST00393,Company_393,Media,Large,Mumbai,Maharashtra,2022-08-22,Basic,999,No,9,Priya Patel
CUST00394,Company_394,Finance,Small,Bangalore,Karnataka,2023-02-28,Professional,2999,Yes,28,Priya Patel
CUST00395,Company_395,Retail,Medium,Pune,Maharashtra,2022-12-14,Basic,999,No,8,Vikram Mehta
CUST00396,Company_396,Finance,Large,Mumbai,Maharashtra,2023-04-10,Enterprise,7999,No,7,Rohit Kumar
CUST00397,Company_397,IT Services,Medium,Pune,Maharashtra,2023-02-13,Enterprise,7999,No,20,Neha Gupta
CUST00398,Company_398,Healthcare,Small,Chennai,Tamil Nadu,2023-03-02,Basic,999,No,11,Rahul Sharma
CUST00399,Company_399,Education,Medium,Patna,Bihar,2022-04-08,Professional,2999,Yes,27,Rahul Sharma
CUST00400,Company_400,Manufacturing,Large,Bhopal,Madhya Pradesh,2022-11-17,Professional,2999,Yes,14,Amit Singh
CUST00401,Company_401,Education,Medium,Bhopal,Madhya Pradesh,2023-03-14,Basic,999,Yes,9,Vikram Mehta
CUST00402,Company_402,IT Services,Small,Ahmedabad,Gujarat,2022-11-17,Enterprise,7999,Yes,29,Amit Singh
CUST00403,Company_403,Retail,Large,Chennai,Tamil Nadu,2023-11-13,Professional,2999,No,11,Rahul Sharma
CUST00404,Company_404,IT Services,Small,Pune,Maharashtra,2022-09-19,Enterprise,7999,Yes,7,Rohit Kumar
CUST00405,Company_405,Education,Large,Indore,Madhya Pradesh,2023-01-19,Basic,999,No,13,Anjali Shah
CUST00406,Company_406,Education,Small,Indore,Madhya Pradesh,2022-06-06,Enterprise,7999,No,23,Rohit Kumar
CUST00407,Company_407,Manufacturing,Enterprise,Bhopal,Madhya Pradesh,2023-12-05,Basic,999,No,21,Rohit Kumar
CUST00408,Company_408,Logistics,Medium,Jaipur,Rajasthan,2023-05-01,Basic,999,No,18,Priya Patel
CUST00409,Company_409,Consulting,Small,Lucknow,Uttar Pradesh,2022-03-10,Enterprise,7999,Yes,8,Anjali Shah
CUST00410,Company_410,IT Services,Small,Indore,Madhya Pradesh,2022-04-04,Basic,999,Yes,26,Neha Gupta
CUST00411,Company_411,Healthcare,Small,Ahmedabad,Gujarat,2022-03-29,Basic,999,Yes,27,Anjali Shah
CUST00412,Company_412,Consulting,Large,Bangalore,Karnataka,2022-04-06,Enterprise,7999,Yes,28,Vikram Mehta
CUST00413,Company_413,IT Services,Enterprise,Hyderabad,Telangana,2023-03-19,Enterprise,7999,Yes,26,Priya Patel
CUST00414,Company_414,Media,Medium,Chennai,Tamil Nadu,2022-04-09,Professional,2999,Yes,22,Neha Gupta
CUST00415,Company_415,Real Estate,Medium,Hyderabad,Telangana,2023-01-17,Professional,2999,No,28,Vikram Mehta
CUST00416,Company_416,Real Estate,Large,Mumbai,Maharashtra,2022-05-14,Basic,999,Yes,22,Vikram Mehta
CUST00417,Company_417,Education,Large,Surat,Gujarat,2023-07-24,Basic,999,Yes,7,Rahul Sharma
CUST00418,Company_418,Real Estate,Medium,Indore,Madhya Pradesh,2022-03-03,Basic,999,No,7,Priya Patel
CUST00419,Company_419,Finance,Medium,Jaipur,Rajasthan,2023-08-24,Professional,2999,Yes,24,Vikram Mehta
CUST00420,Company_420,Healthcare,Medium,Mumbai,Maharashtra,2023-07-30,Professional,2999,Yes,24,Sneha Joshi
CUST00421,Company_421,Real Estate,Large,Indore,Madhya Pradesh,2023-07-30,Professional,2999,No,20,Rohit Kumar
CUST00422,Company_422,Retail,Small,Kolkata,West Bengal,2022-12-04,Professional,2999,Yes,7,Vikram Mehta
CUST00423,Company_423,Finance,Medium,Mumbai,Maharashtra,2023-11-18,Basic,999,No,7,Neha Gupta
CUST00424,Company_424,Consulting,Medium,Mumbai,Maharashtra,2022-05-06,Professional,2999,Yes,23,Rahul Sharma
CUST00425,Company_425,Finance,Large,Surat,Gujarat,2023-02-25,Basic,999,No,30,Amit Singh
CUST00426,Company_426,IT Services,Small,Ahmedabad,Gujarat,2022-12-29,Professional,2999,Yes,15,Rohit Kumar
CUST00427,Company_427,Education,Medium,Jaipur,Rajasthan,2023-11-13,Basic,999,Yes,24,Rahul Sharma
CUST00428,Company_428,Manufacturing,Medium,Patna,Bihar,2023-03-10,Enterprise,7999,Yes,16,Amit Singh
CUST00429,Company_429,Manufacturing,Medium,Nagpur,Maharashtra,2022-02-22,Basic,999,No,7,Priya Patel
CUST00430,Company_430,Media,Small,Jaipur,Rajasthan,2022-10-22,Basic,999,Yes,23,Priya Patel
CUST00431,Company_431,Healthcare,Medium,Bangalore,Karnataka,2023-09-07,Basic,999,Yes,29,Vikram Mehta
CUST00432,Company_432,IT Services,Medium,Mumbai,Maharashtra,2022-11-16,Professional,2999,No,28,Sneha Joshi
CUST00433,Company_433,Manufacturing,Medium,Jaipur,Rajasthan,2022-12-27,Professional,2999,No,20,Priya Patel
CUST00434,Company_434,Education,Medium,Delhi,Delhi,2022-04-17,Basic,999,Yes,12,Anjali Shah
CUST00435,Company_435,Consulting,Large,Nagpur,Maharashtra,2023-08-15,Basic,999,No,10,Vikram Mehta
CUST00436,Company_436,Manufacturing,Large,Bangalore,Karnataka,2023-06-04,Professional,2999,Yes,10,Rohit Kumar
CUST00437,Company_437,Retail,Small,Delhi,Delhi,2022-08-06,Basic,999,Yes,23,Rahul Sharma
CUST00438,Company_438,Finance,Large,Surat,Gujarat,2022-06-08,Enterprise,7999,Yes,11,Priya Patel
CUST00439,Company_439,Manufacturing,Medium,Delhi,Delhi,2023-11-04,Professional,2999,No,14,Anjali Shah
CUST00440,Company_440,IT Services,Small,Lucknow,Uttar Pradesh,2023-05-09,Basic,999,No,13,Rahul Sharma
CUST00441,Company_441,Real Estate,Small,Nagpur,Maharashtra,2022-08-18,Basic,999,Yes,26,Rahul Sharma
CUST00442,Company_442,Real Estate,Small,Hyderabad,Telangana,2022-04-21,Enterprise,7999,Yes,23,Sneha Joshi
CUST00443,Company_443,Consulting,Large,Pune,Maharashtra,2022-12-25,Basic,999,Yes,15,Priya Patel
CUST00444,Company_444,Real Estate,Large,Delhi,Delhi,2023-07-24,Basic,999,No,18,Rahul Sharma
CUST00445,Company_445,Consulting,Large,Patna,Bihar,2023-01-12,Enterprise,7999,No,15,Sneha Joshi
CUST00446,Company_446,IT Services,Medium,Surat,Gujarat,2022-04-28,Enterprise,7999,Yes,19,Sneha Joshi
CUST00447,Company_447,Healthcare,Medium,Hyderabad,Telangana,2022-10-13,Enterprise,7999,No,9,Priya Patel
CUST00448,Company_448,Real Estate,Small,Surat,Gujarat,2023-08-11,Professional,2999,No,18,Sneha Joshi
CUST00449,Company_449,Media,Small,Surat,Gujarat,2022-08-20,Basic,999,Yes,19,Priya Patel
CUST00450,Company_450,Education,Medium,Mumbai,Maharashtra,2023-03-16,Basic,999,Yes,21,Anjali Shah
CUST00451,Company_451,Finance,Small,Surat,Gujarat,2023-07-29,Professional,2999,Yes,25,Priya Patel
CUST00452,Company_452,Real Estate,Small,Delhi,Delhi,2023-09-29,Professional,2999,No,14,Amit Singh
CUST00453,Company_453,Consulting,Medium,Pune,Maharashtra,2023-09-21,Basic,999,No,29,Rahul Sharma
CUST00454,Company_454,IT Services,Large,Lucknow,Uttar Pradesh,2023-11-23,Enterprise,7999,Yes,14,Anjali Shah
CUST00455,Company_455,Real Estate,Enterprise,Surat,Gujarat,2023-10-21,Basic,999,No,16,Neha Gupta
CUST00456,Company_456,Manufacturing,Enterprise,Surat,Gujarat,2023-07-25,Professional,2999,Yes,28,Priya Patel
CUST00457,Company_457,Real Estate,Medium,Jaipur,Rajasthan,2022-01-27,Basic,999,Yes,9,Rahul Sharma
CUST00458,Company_458,Consulting,Medium,Kolkata,West Bengal,2023-09-16,Professional,2999,No,27,Rohit Kumar
CUST00459,Company_459,Retail,Medium,Patna,Bihar,2023-11-05,Basic,999,No,27,Sneha Joshi
CUST00460,Company_460,Retail,Large,Chennai,Tamil Nadu,2023-12-12,Basic,999,Yes,8,Vikram Mehta
CUST00461,Company_461,Real Estate,Small,Hyderabad,Telangana,2022-10-01,Basic,999,Yes,9,Priya Patel
CUST00462,Company_462,Finance,Medium,Lucknow,Uttar Pradesh,2022-01-30,Professional,2999,Yes,19,Sneha Joshi
CUST00463,Company_463,IT Services,Large,Indore,Madhya Pradesh,2022-07-04,Professional,2999,Yes,19,Sneha Joshi
CUST00464,Company_464,Media,Medium,Kolkata,West Bengal,2022-10-07,Professional,2999,Yes,19,Sneha Joshi
CUST00465,Company_465,Media,Medium,Hyderabad,Telangana,2023-12-21,Enterprise,7999,Yes,24,Sneha Joshi
CUST00466,Company_466,Real Estate,Medium,Chennai,Tamil Nadu,2022-11-13,Basic,999,No,22,Sneha Joshi
CUST00467,Company_467,Real Estate,Small,Pune,Maharashtra,2022-12-14,Basic,999,Yes,8,Priya Patel
