customer_id,usage_month,dau,mau,stickiness,features_used,login_count,support_tickets,nps_score
CUST00258,2024-03,23,59,38.98,15,161,4,10
CUST00259,2023-03,2,5,40,1,104,8,4
CUST00259,2023-04,3,11,27.27,4,85,8,3
CUST00259,2023-05,3,11,27.27,10,154,9,7
CUST00259,2023-06,2,7,28.57,8,13,8,4
CUST00259,2023-07,4,13,30.77,9,143,10,10
CUST00259,2023-08,2,6,33.33,11,179,10,8
CUST00259,2023-09,2,14,14.29,1,104,9,7
CUST00259,2023-10,2,7,28.57,14,29,9,8
CUST00259,2023-11,2,11,18.18,10,70,2,1
CUST00259,2023-12,1,6,16.67,15,189,5,8
CUST00259,2023-12,5,15,33.33,9,57,6,1
CUST00259,2024-01,4,9,44.44,9,11,9,6
CUST00259,2024-02,3,7,42.86,13,128,5,6
CUST00259,2024-03,3,13,23.08,2,127,7,8
CUST00259,2024-04,3,9,33.33,11,45,7,5
CUST00259,2024-05,4,11,36.36,13,29,1,9
CUST00259,2024-06,6,15,40,11,151,2,5
CUST00259,2024-07,2,6,33.33,10,113,2,7
CUST00261,2022-06,6,31,19.35,10,132,5,9
CUST00261,2022-07,10,57,17.54,1,191,4,6
CUST00261,2022-08,16,37,43.24,2,151,5,5
CUST00261,2022-09,13,43,30.23,14,21,5,7
CUST00261,2022-10,10,52,19.23,14,157,2,3
CUST00261,2022-11,13,43,30.23,1,191,9,1
CUST00261,2022-12,4,23,17.39,7,66,5,7
CUST00261,2023-01,16,37,43.24,8,53,3,3
CUST00261,2023-02,15,37,40.54,8,55,8,3
CUST00261,2023-03,18,55,32.73,15,194,4,1
CUST00261,2023-04,4,23,17.39,9,176,8,3
CUST00262,2023-03,32,138,23.19,8,71,1,3
CUST00262,2023-03,18,103,17.48,15,148,5,1
CUST00262,2023-04,19,111,17.12,13,99,8,1
CUST00262,2023-05,11,61,18.03,6,10,9,3
CUST00262,2023-06,45,109,41.28,2,178,1,6
CUST00262,2023-07,20,73,27.4,12,21,5,4
CUST00262,2023-08,18,106,16.98,10,44,3,1
CUST00262,2023-09,16,54,29.63,13,120,9,6
CUST00263,2023-11,1,5,20,8,75,10,2
CUST00263,2023-12,4,13,30.77,5,153,5,5
CUST00263,2024-01,3,8,37.5,3,155,8,8
CUST00263,2024-01,4,11,36.36,10,64,6,6
CUST00263,2024-03,2,7,28.57,5,130,1,7
CUST00263,2024-03,3,6,50,13,194,8,3
CUST00263,2024-04,3,12,25,5,147,1,4
CUST00263,2024-05,1,6,16.67,6,21,2,6
CUST00263,2024-06,5,13,38.46,7,66,10,3
CUST00263,2024-07,2,6,33.33,5,64,5,8
CUST00263,2024-08,3,9,33.33,15,71,5,3
CUST00263,2024-09,3,11,27.27,7,79,8,7
CUST00263,2024-10,2,5,40,8,59,9,9
CUST00263,2024-11,4,8,50,5,86,8,9
CUST00263,2024-12,3,8,37.5,3,91,3,7
CUST00264,2022-04,11,39,28.21,3,148,0,6
CUST00264,2022-05,7,41,17.07,14,123,4,1
CUST00264,2022-06,12,45,26.67,10,95,5,2
CUST00264,2022-07,19,43,44.19,3,62,9,3
CUST00264,2022-08,7,20,35,9,95,5,2
CUST00264,2022-09,7,22,31.82,12,89,0,10
CUST00264,2022-10,11,26,42.31,2,31,1,8
CUST00264,2022-11,22,52,42.31,2,163,10,1
CUST00264,2022-12,7,29,24.14,5,190,7,7
CUST00264,2023-01,8,23,34.78,3,53,10,1
CUST00264,2023-02,16,45,35.56,6,69,5,5
CUST00264,2023-03,9,25,36,1,31,10,3
CUST00264,2023-04,9,31,29.03,6,154,5,1
CUST00264,2023-05,4,20,20,7,189,0,2
CUST00264,2023-06,7,40,17.5,4,194,2,6
CUST00264,2023-07,13,57,22.81,11,168,5,1
CUST00264,2023-08,11,48,22.92,14,136,1,8
CUST00264,2023-09,13,32,40.62,8,162,8,1
CUST00264,2023-10,15,42,35.71,10,182,5,1
CUST00264,2023-11,12,34,35.29,14,26,0,1
CUST00264,2023-12,11,45,24.44,11,169,3,5
CUST00264,2024-01,4,20,20,15,158,1,1
CUST00264,2024-02,9,37,24.32,1,64,6,1
CUST00266,2023-09,5,14,35.71,13,82,1,2
CUST00266,2023-10,3,13,23.08,10,34,3,6
CUST00266,2023-11,5,14,35.71,3,149,5,6
CUST00266,2023-12,3,8,37.5,11,155,5,3
CUST00266,2024-01,1,5,20,2,18,0,7
CUST00266,2024-02,4,12,33.33,10,13,10,1
CUST00266,2024-03,4,11,36.36,15,150,0,2
CUST00266,2024-04,3,13,23.08,8,132,4,1
CUST00266,2024-05,4,8,50,9,78,10,3
CUST00266,2024-06,3,8,37.5,10,83,4,10
CUST00266,2024-07,4,10,40,1,10,6,8
CUST00266,2024-08,3,12,25,14,50,5,6
CUST00266,2024-09,1,5,20,11,99,0,2
CUST00266,2024-10,3,12,25,7,90,4,3
CUST00266,2024-11,2,11,18.18,2,127,8,5
CUST00266,2024-12,2,7,28.57,11,57,10,10
CUST00267,2023-02,30,78,38.46,5,94,1,2
CUST00267,2023-03,19,51,37.25,1,156,0,7
CUST00267,2023-04,22,136,16.18,4,11,10,9
CUST00267,2023-05,51,121,42.15,9,74,3,1
CUST00267,2023-06,29,69,42.03,2,32,6,7
CUST00267,2023-07,23,106,21.7,3,167,0,5
CUST00267,2023-08,34,136,25,15,126,5,10
CUST00268,2022-10,15,54,27.78,14,154,2,2
CUST00268,2022-11,10,30,33.33,10,118,4,3
CUST00268,2022-12,7,45,15.56,14,71,6,3
CUST00268,2023-01,8,20,40,3,127,5,6
CUST00268,2023-02,11,53,20.75,5,128,7,1
CUST00268,2023-03,11,58,18.97,15,123,1,2
CUST00268,2023-04,17,42,40.48,4,192,8,1
CUST00268,2023-05,6,31,19.35,12,53,1,10
CUST00268,2023-06,5,30,16.67,15,144,1,9
CUST00268,2023-07,24,56,42.86,12,11,10,6
CUST00268,2023-08,10,56,17.86,2,38,8,7
CUST00268,2023-09,10,33,30.3,6,150,8,2
CUST00268,2023-10,24,57,42.11,10,128,7,3
CUST00268,2023-11,7,26,26.92,9,21,0,6
CUST00268,2023-12,10,35,28.57,13,189,9,4
CUST00268,2024-01,8,24,33.33,7,165,2,9
CUST00268,2024-02,17,57,29.82,3,140,4,6
CUST00268,2024-03,16,39,41.03,11,34,8,3
CUST00268,2024-04,11,30,36.67,8,51,0,1
CUST00268,2024-05,10,31,32.26,10,85,8,3
CUST00269,2022-02,6,34,17.65,3,25,4,2
CUST00269,2022-03,9,37,24.32,5,177,3,3
CUST00269,2022-04,20,53,37.74,2,117,5,10
CUST00269,2022-05,21,58,36.21,12,12,10,3
CUST00269,2022-06,22,60,36.67,3,19,10,4
CUST00269,2022-07,5,23,21.74,12,188,2,4
CUST00269,2022-08,5,28,17.86,8,137,5,3
CUST00269,2022-09,6,26,23.08,12,59,0,3
CUST00269,2022-10,9,52,17.31,6,22,6,5
CUST00269,2022-10,9,45,20,11,24,5,10
CUST00269,2022-11,15,34,44.12,8,126,7,6
CUST00269,2022-12,19,45,42.22,2,166,8,4
CUST00269,2023-01,11,28,39.29,11,15,10,3
CUST00269,2023-02,10,58,17.24,11,185,1,8
CUST00269,2023-03,10,39,25.64,10,20,2,10
CUST00269,2023-04,11,53,20.75,13,17,4,4
CUST00269,2023-05,21,54,38.89,2,168,6,7
CUST00269,2023-06,6,30,20,2,61,1,7
CUST00269,2023-07,8,51,15.69,1,103,6,9
CUST00269,2023-08,19,43,44.19,7,110,7,1
CUST00269,2023-09,10,44,22.73,7,49,1,10
CUST00269,2023-10,20,52,38.46,6,102,0,5
CUST00269,2023-11,13,57,22.81,13,75,4,1
CUST00271,2023-01,13,47,27.66,4,185,4,10
CUST00271,2023-02,12,32,37.5,10,116,5,1
CUST00271,2023-03,13,39,33.33,7,52,7,4
CUST00271,2023-04,11,28,39.29,7,44,6,2
CUST00271,2023-05,6,25,24,3,75,3,7
CUST00271,2023-06,12,28,42.86,12,97,10,9
CUST00271,2023-07,9,40,22.5,3,35,10,9
CUST00271,2023-08,18,52,34.62,1,146,7,10
CUST00271,2023-09,11,59,18.64,10,114,2,4
CUST00271,2023-10,16,39,41.03,12,31,10,10
CUST00271,2023-11,20,56,35.71,5,66,3,9
CUST00271,2023-12,16,41,39.02,15,44,4,8
CUST00271,2024-01,13,31,41.94,11,24,5,9
CUST00271,2024-02,8,35,22.86,5,61,0,4
CUST00271,2024-03,4,24,16.67,14,103,10,9
CUST00271,2024-04,14,51,27.45,6,194,4,6
CUST00271,2024-05,19,49,38.78,7,186,9,5
CUST00272,2022-08,36,92,39.13,7,160,4,6
CUST00272,2022-09,19,75,25.33,4,121,5,10
CUST00272,2022-10,49,110,44.55,5,110,6,10
CUST00272,2022-11,45,149,30.2,13,26,6,4
CUST00272,2022-12,16,85,18.82,3,97,4,6
CUST00272,2023-01,16,52,30.77,15,12,9,6
CUST00272,2023-02,55,129,42.64,5,140,1,6
CUST00272,2023-03,28,73,38.36,10,46,5,6
CUST00272,2023-04,33,123,26.83,5,124,2,2
CUST00272,2023-05,12,80,15,14,80,2,4
CUST00272,2023-06,37,97,38.14,10,40,4,3
CUST00272,2023-07,18,99,18.18,14,83,0,5
CUST00272,2023-08,42,133,31.58,4,73,2,7
CUST00272,2023-09,15,64,23.44,6,89,3,1
CUST00272,2023-10,34,107,31.78,4,178,7,4
CUST00272,2023-11,28,63,44.44,11,14,0,9
CUST00272,2023-12,47,132,35.61,2,136,8,6
CUST00272,2024-01,14,71,19.72,2,30,5,9
CUST00274,2023-04,84,197,42.64,9,81,5,3
CUST00274,2023-05,67,257,26.07,11,81,2,7
CUST00274,2023-05,159,408,38.97,5,78,10,8
CUST00274,2023-06,32,174,18.39,4,174,2,1
CUST00274,2023-07,115,420,27.38,6,199,2,4
CUST00274,2023-08,109,377,28.91,3,157,6,7
CUST00274,2023-09,86,315,27.3,4,129,0,2
CUST00274,2023-10,124,292,42.47,11,21,10,6
CUST00274,2023-11,90,228,39.47,15,147,1,1
CUST00274,2023-12,84,338,24.85,9,178,0,1
CUST00274,2024-01,69,162,42.59,8,184,2,3
CUST00274,2024-02,44,183,24.04,6,128,10,4
CUST00274,2024-03,59,211,27.96,10,87,3,10
CUST00274,2024-04,81,213,38.03,4,111,8,2
CUST00274,2024-05,181,403,44.91,15,18,3,2
CUST00274,2024-06,66,251,26.29,6,99,2,9
CUST00274,2024-07,71,350,20.29,12,16,9,3
CUST00278,2023-12,24,60,40,13,73,5,3
CUST00278,2024-01,19,43,44.19,6,178,10,4
CUST00278,2024-02,7,35,20,3,173,7,4
CUST00278,2024-03,12,59,20.34,9,164,9,3
CUST00278,2024-04,5,20,25,14,131,3,6
CUST00278,2024-05,6,34,17.65,7,119,1,9
CUST00278,2024-06,19,42,45.24,8,111,1,1
CUST00278,2024-07,24,55,43.64,1,140,2,7
CUST00278,2024-07,17,58,29.31,2,139,2,4
CUST00278,2024-08,7,44,15.91,1,135,1,3
CUST00278,2024-09,8,45,17.78,11,151,3,9
CUST00278,2024-10,19,55,34.55,3,190,1,8
CUST00278,2024-11,17,60,28.33,12,77,8,5
CUST00278,2024-12,13,45,28.89,6,123,4,3
CUST00279,2023-01,4,8,50,4,186,2,3
CUST00279,2023-02,3,7,42.86,9,14,10,2
CUST00279,2023-03,3,14,21.43,3,98,8,10
CUST00279,2023-04,3,7,42.86,11,185,10,3
CUST00279,2023-05,3,7,42.86,6,113,0,7
CUST00279,2023-06,3,7,42.86,10,96,3,6
CUST00279,2023-07,2,15,13.33,7,72,10,8
CUST00281,2023-10,2,6,33.33,2,146,0,5
CUST00281,2023-11,4,11,36.36,8,80,1,4
CUST00281,2023-12,1,5,20,6,68,8,5
CUST00281,2024-01,2,6,33.33,6,48,0,2
CUST00281,2024-02,3,8,37.5,3,112,10,1
CUST00281,2024-03,5,13,38.46,11,112,3,10
CUST00281,2024-04,4,12,33.33,7,26,5,5
CUST00281,2024-05,2,12,16.67,6,74,9,2
CUST00281,2024-06,3,7,42.86,11,27,5,2
CUST00281,2024-07,5,11,45.45,5,28,1,10
CUST00282,2023-01,81,325,24.92,5,14,9,2
CUST00282,2023-02,163,445,36.63,10,64,9,6
CUST00282,2023-03,119,380,31.32,6,57,0,8
CUST00282,2023-04,59,150,39.33,1,74,2,7
CUST00282,2023-05,81,231,35.06,2,169,10,8
CUST00282,2023-06,38,199,19.1,11,32,2,5
CUST00282,2023-07,81,187,43.32,10,72,6,10
CUST00282,2023-08,103,356,28.93,10,175,7,7
CUST00282,2023-08,54,168,32.14,9,131,3,2
CUST00282,2023-09,65,234,27.78,15,133,3,2
CUST00282,2023-10,46,244,18.85,11,109,10,1
CUST00282,2023-11,169,385,43.9,12,157,8,9
CUST00282,2023-12,135,393,34.35,7,100,3,4
CUST00282,2024-01,186,442,42.08,12,187,4,4
CUST00282,2024-02,69,209,33.01,11,107,5,5
CUST00282,2024-03,39,246,15.85,9,182,9,6
CUST00282,2024-04,53,243,21.81,3,21,2,2
CUST00282,2024-05,77,450,17.11,14,16,5,8
CUST00282,2024-06,79,343,23.03,5,154,10,8
CUST00282,2024-07,87,295,29.49,12,22,0,3
CUST00282,2024-08,161,365,44.11,8,111,4,5
CUST00282,2024-09,150,428,35.05,7,137,6,5
CUST00282,2024-10,126,443,28.44,8,89,1,7
CUST00282,2024-11,67,253,26.48,6,119,0,5
CUST00285,2022-10,8,54,14.81,4,100,5,4
CUST00285,2022-11,23,110,20.91,10,199,6,5
CUST00285,2022-12,34,122,27.87,3,128,7,2
CUST00285,2023-01,27,64,42.19,10,176,5,3
CUST00285,2023-02,44,122,36.07,4,92,3,1
CUST00285,2023-03,36,138,26.09,8,194,0,3
CUST00285,2023-04,25,97,25.77,3,145,2,8
CUST00285,2023-05,36,102,35.29,7,86,3,2
CUST00285,2023-06,30,90,33.33,15,144,9,9
CUST00285,2023-07,46,122,37.7,10,110,5,5
CUST00285,2023-08,35,102,34.31,4,86,5,5
CUST00285,2023-09,33,87,37.93,5,191,4,2
CUST00285,2023-10,30,89,33.71,7,155,9,10
CUST00286,2022-07,49,146,33.56,14,190,4,5
CUST00286,2022-08,35,124,28.23,4,157,4,7
CUST00286,2022-09,13,83,15.66,13,183,10,9
CUST00286,2022-10,14,71,19.72,1,161,5,9
CUST00286,2022-11,19,103,18.45,12,132,3,10
CUST00286,2022-12,53,135,39.26,11,143,9,5
CUST00286,2023-01,14,62,22.58,2,12,9,8
CUST00286,2023-02,11,66,16.67,3,39,7,1
CUST00286,2023-03,28,111,25.23,15,142,5,4
CUST00286,2023-04,29,86,33.72,13,115,5,6
CUST00287,2022-05,11,57,19.3,13,42,0,4
CUST00287,2022-06,3,20,15,5,155,6,5
CUST00287,2022-07,19,44,43.18,3,195,9,4
CUST00287,2022-08,9,56,16.07,1,46,5,2
CUST00287,2022-09,11,28,39.29,4,197,7,6
CUST00287,2022-10,18,45,40,9,190,9,7
CUST00287,2022-11,8,32,25,6,170,10,8
CUST00287,2022-12,6,20,30,7,30,9,10
CUST00287,2023-01,14,33,42.42,5,190,5,9
CUST00287,2023-01,8,39,20.51,12,93,6,7
CUST00287,2023-03,6,34,17.65,4,148,8,6
CUST00287,2023-04,10,23,43.48,5,56,3,7
CUST00287,2023-05,13,30,43.33,12,44,0,4
CUST00287,2023-05,8,32,25,5,56,4,7
CUST00287,2023-06,11,33,33.33,1,87,3,8
CUST00287,2023-07,16,57,28.07,12,187,10,7
CUST00287,2023-08,22,54,40.74,1,151,10,6
CUST00287,2023-09,9,29,31.03,5,107,9,1
CUST00290,2023-11,9,25,36,8,122,4,2
CUST00290,2023-12,11,49,22.45,1,87,3,6
CUST00290,2024-01,5,23,21.74,9,103,0,3
CUST00290,2024-02,12,30,40,10,81,6,7
CUST00290,2024-03,8,41,19.51,13,96,2,4
CUST00290,2024-04,6,32,18.75,3,169,3,1
CUST00290,2024-05,4,28,14.29,6,112,9,2
CUST00291,2022-08,3,8,37.5,4,15,3,4
CUST00291,2022-09,2,9,22.22,8,27,1,7
CUST00291,2022-10,3,12,25,14,12,7,7
CUST00291,2022-11,3,7,42.86,10,166,5,6
CUST00291,2022-12,3,8,37.5,1,54,4,6
CUST00291,2023-01,1,8,12.5,15,54,3,10
CUST00291,2023-02,5,13,38.46,14,134,2,4
CUST00291,2023-03,1,5,20,12,43,0,3
CUST00291,2023-04,3,13,23.08,2,158,0,2
CUST00293,2023-10,13,30,43.33,11,43,4,1
CUST00293,2023-11,7,43,16.28,14,194,6,5
CUST00293,2023-12,16,54,29.63,13,36,7,8
CUST00293,2024-01,16,40,40,7,37,9,10
CUST00293,2024-02,13,31,41.94,1,108,5,9
CUST00293,2024-03,11,34,32.35,15,122,2,8
CUST00293,2024-04,12,60,20,9,26,2,3
CUST00293,2024-05,13,40,32.5,13,159,5,7
CUST00293,2024-06,17,45,37.78,5,192,4,9
CUST00293,2024-07,13,29,44.83,8,73,10,4
CUST00293,2024-08,15,48,31.25,2,57,1,3
CUST00293,2024-09,4,25,16,1,40,8,8
CUST00293,2024-10,8,52,15.38,12,98,8,7
CUST00293,2024-11,10,59,16.95,15,28,7,1
CUST00293,2024-12,12,51,23.53,1,171,3,10
CUST00294,2023-09,17,95,17.89,10,168,4,6
CUST00294,2023-10,24,72,33.33,12,38,7,2
CUST00294,2023-11,15,72,20.83,15,136,6,5
CUST00294,2023-12,18,81,22.22,8,56,2,1
CUST00294,2024-01,39,96,40.62,3,46,1,7
CUST00294,2024-02,19,72,26.39,6,185,4,10
CUST00294,2024-03,35,132,26.52,4,59,0,9
CUST00296,2022-02,4,8,50,5,87,7,1
CUST00296,2022-03,3,9,33.33,9,137,8,10
CUST00296,2022-04,6,14,42.86,1,79,7,1
CUST00296,2022-05,1,7,14.29,6,167,10,7
CUST00296,2022-06,5,13,38.46,2,166,5,4
CUST00296,2022-07,4,15,26.67,5,169,2,7
CUST00296,2022-08,4,11,36.36,4,50,9,6
CUST00296,2022-09,2,11,18.18,3,125,7,8
CUST00296,2022-10,4,10,40,3,101,9,3
CUST00297,2022-12,18,103,17.48,7,99,8,2
CUST00297,2023-01,27,68,39.71,3,17,10,6
CUST00297,2023-02,45,123,36.59,3,48,9,5
CUST00298,2022-09,1,6,16.67,14,115,3,1
CUST00298,2022-10,2,7,28.57,6,180,9,7
CUST00298,2022-11,2,8,25,8,181,2,7
CUST00298,2022-12,3,7,42.86,12,85,10,3
CUST00298,2023-01,1,5,20,2,95,10,5
CUST00298,2023-02,4,14,28.57,11,181,8,6
CUST00299,2022-05,2,8,25,2,67,10,9
CUST00299,2022-06,1,5,20,10,146,3,3
CUST00299,2022-07,2,6,33.33,2,55,2,2
CUST00299,2022-08,3,7,42.86,6,85,8,2
CUST00299,2022-09,3,10,30,14,121,8,7
CUST00299,2022-10,4,13,30.77,7,86,0,2
CUST00301,2022-07,64,206,31.07,5,152,8,1
CUST00301,2022-08,85,349,24.36,5,44,10,1
CUST00301,2022-09,66,171,38.6,3,155,8,8
CUST00301,2022-10,128,376,34.04,8,72,5,9
CUST00301,2022-11,121,317,38.17,7,173,6,5
CUST00301,2022-12,133,354,37.57,13,200,1,10
CUST00301,2023-01,137,372,36.83,4,85,10,3
CUST00301,2023-02,69,207,33.33,12,121,2,3
CUST00301,2023-03,39,188,20.74,1,88,1,1
CUST00301,2023-04,59,295,20,5,146,3,2
CUST00301,2023-05,109,294,37.07,9,155,1,2
CUST00301,2023-06,160,391,40.92,8,49,6,10
CUST00301,2023-07,94,292,32.19,9,34,10,3
CUST00301,2023-08,148,413,35.84,2,198,8,1
CUST00301,2023-09,39,179,21.79,7,118,6,1
CUST00301,2023-10,85,236,36.02,1,11,5,4
CUST00301,2023-11,72,232,31.03,4,149,6,4
CUST00301,2023-12,30,199,15.08,11,21,5,3
CUST00301,2024-01,64,288,22.22,9,70,8,1
CUST00301,2024-02,105,331,31.72,3,116,9,3
CUST00301,2024-03,167,439,38.04,1,25,7,7
CUST00303,2023-07,9,47,19.15,8,121,3,4
CUST00303,2023-08,12,31,38.71,15,62,8,10
CUST00303,2023-09,15,44,34.09,15,62,3,8
CUST00303,2023-10,19,46,41.3,2,139,5,2
CUST00303,2023-11,26,60,43.33,15,113,2,7
CUST00303,2023-12,9,49,18.37,7,151,4,2
CUST00303,2024-01,9,20,45,4,49,10,9
CUST00303,2024-02,6,30,20,4,193,9,3
CUST00303,2024-03,9,26,34.62,14,140,3,6
CUST00303,2024-04,9,31,29.03,10,196,1,9
CUST00303,2024-05,12,50,24,13,198,0,7
CUST00303,2024-06,15,50,30,2,176,0,7
CUST00303,2024-07,22,60,36.67,14,158,2,1
CUST00303,2024-08,25,60,41.67,9,143,1,5
CUST00303,2024-09,13,35,37.14,10,42,7,10
CUST00303,2024-10,21,48,43.75,2,127,8,2
CUST00303,2024-11,19,42,45.24,7,158,8,4
CUST00303,2024-12,19,54,35.19,6,179,7,3
CUST00304,2022-08,2,5,40,14,197,2,7
CUST00304,2022-08,3,11,27.27,14,112,8,7
CUST00304,2022-09,2,7,28.57,6,157,1,3
CUST00304,2022-10,3,10,30,5,167,8,10
CUST00304,2022-11,6,14,42.86,3,97,5,4
CUST00304,2022-12,3,14,21.43,7,170,10,1
CUST00304,2023-01,4,12,33.33,15,44,9,10
CUST00304,2023-02,1,5,20,11,131,2,10
CUST00304,2023-03,3,11,27.27,5,26,7,10
CUST00304,2023-04,4,14,28.57,1,153,0,9
CUST00304,2023-05,4,14,28.57,11,184,7,5
CUST00304,2023-06,3,13,23.08,10,156,4,7
CUST00304,2023-07,2,9,22.22,9,59,9,9
CUST00304,2023-08,2,9,22.22,8,72,4,8
CUST00304,2023-09,6,13,46.15,6,62,6,10
CUST00304,2023-10,5,13,38.46,2,107,4,10
CUST00304,2023-11,2,13,15.38,5,90,0,10
CUST00304,2023-12,2,7,28.57,9,110,0,6
CUST00304,2024-01,1,7,14.29,15,18,2,7
CUST00304,2024-02,3,7,42.86,1,111,6,5
CUST00304,2024-03,4,13,30.77,1,14,8,3
CUST00304,2024-04,3,9,33.33,5,101,8,2
CUST00304,2024-05,1,8,12.5,15,148,9,9
CUST00304,2024-06,3,8,37.5,13,20,5,8
CUST00305,2023-08,6,15,40,9,70,9,10
CUST00305,2023-09,3,12,25,14,200,1,9
CUST00305,2023-10,3,10,30,14,70,0,3
CUST00305,2023-11,5,12,41.67,15,13,0,1
CUST00305,2023-12,1,8,12.5,6,194,6,7
CUST00305,2024-01,2,6,33.33,14,162,5,4
CUST00305,2024-02,2,5,40,6,109,4,2
CUST00305,2024-03,3,13,23.08,10,59,7,9
CUST00305,2024-04,6,15,40,5,120,7,10
CUST00305,2024-05,2,5,40,8,194,0,2
CUST00305,2024-06,4,13,30.77,7,174,0,1
CUST00305,2024-07,2,6,33.33,4,119,5,2
CUST00306,2022-08,18,79,22.78,5,87,4,3
CUST00306,2022-09,41,126,32.54,1,110,7,5
CUST00306,2022-10,34,135,25.19,7,153,6,6
CUST00306,2022-11,17,71,23.94,1,106,2,3
CUST00307,2022-08,38,91,41.76,10,162,6,8
CUST00307,2022-09,16,67,23.88,7,55,2,3
CUST00307,2022-10,22,65,33.85,6,70,3,5
CUST00307,2022-11,41,106,38.68,5,137,4,8
CUST00307,2022-12,24,99,24.24,5,185,5,6
CUST00307,2023-01,27,126,21.43,7,93,2,2
CUST00308,2022-12,3,13,23.08,1,135,1,3
CUST00308,2023-01,2,9,22.22,6,65,1,3
CUST00308,2023-02,2,14,14.29,12,73,6,3
CUST00308,2023-03,3,15,20,2,27,7,4
CUST00308,2023-04,3,15,20,8,136,2,7
CUST00308,2023-05,3,9,33.33,9,197,3,10
CUST00308,2023-06,3,10,30,12,182,5,9
CUST00308,2023-07,2,10,20,10,181,4,3
CUST00308,2023-07,6,15,40,3,192,5,2
CUST00308,2023-08,2,11,18.18,9,93,7,6
CUST00309,2022-06,2,6,33.33,1,96,0,9
CUST00309,2022-07,2,15,13.33,5,163,1,5
CUST00309,2022-07,3,12,25,5,130,3,6
CUST00309,2022-08,3,15,20,13,46,4,8
CUST00309,2022-09,5,13,38.46,14,197,4,2
CUST00309,2022-10,2,12,16.67,10,86,9,8
CUST00309,2022-11,2,8,25,14,164,3,1
CUST00309,2022-12,2,10,20,9,146,0,4
CUST00309,2023-01,1,8,12.5,4,117,1,2
CUST00309,2023-02,2,8,25,11,143,9,3
CUST00309,2023-03,5,11,45.45,9,131,8,9
CUST00309,2023-04,3,7,42.86,9,27,5,3
CUST00309,2023-05,4,12,33.33,4,12,4,9
CUST00309,2023-06,2,11,18.18,11,26,5,3
CUST00309,2023-07,2,6,33.33,5,114,5,4
CUST00309,2023-08,4,10,40,8,141,0,2
CUST00309,2023-09,4,13,30.77,2,101,6,8
CUST00309,2023-10,2,8,25,14,107,7,2
CUST00309,2023-11,3,12,25,7,51,9,7
CUST00309,2023-12,6,14,42.86,5,67,3,7
CUST00309,2024-01,2,7,28.57,10,75,6,7
CUST00309,2024-02,4,9,44.44,6,23,9,10
CUST00310,2023-09,5,14,35.71,12,19,1,1
CUST00310,2023-10,4,13,30.77,6,132,3,10
CUST00310,2023-11,2,5,40,4,185,5,3
CUST00310,2023-12,2,6,33.33,9,162,6,9
CUST00310,2024-01,4,9,44.44,3,176,4,7
CUST00310,2024-01,3,9,33.33,9,142,4,10
CUST00310,2024-03,5,15,33.33,8,159,5,8
CUST00310,2024-03,2,7,28.57,15,104,7,6
CUST00310,2024-04,5,15,33.33,6,143,2,9
CUST00310,2024-05,2,6,33.33,1,55,2,2
CUST00310,2024-06,4,12,33.33,8,197,8,10
CUST00310,2024-07,6,15,40,14,171,1,3
CUST00310,2024-08,3,9,33.33,4,173,9,8
CUST00310,2024-09,2,6,33.33,15,94,9,9
CUST00310,2024-10,4,9,44.44,5,94,1,5
CUST00310,2024-11,2,8,25,13,50,8,7
CUST00310,2024-12,2,13,15.38,3,195,3,1
CUST00314,2022-05,4,13,30.77,13,121,8,2
CUST00314,2022-06,2,6,33.33,10,135,8,2
CUST00314,2022-07,4,9,44.44,6,157,0,1
CUST00314,2022-08,5,14,35.71,14,194,9,3
CUST00314,2022-09,2,6,33.33,10,22,5,6
CUST00314,2022-10,2,7,28.57,7,118,9,4
CUST00314,2022-11,3,8,37.5,6,32,10,6
CUST00314,2022-12,4,13,30.77,1,194,7,1
CUST00314,2023-01,4,15,26.67,3,182,6,1
CUST00315,2023-07,2,6,33.33,13,159,1,1
CUST00315,2023-08,4,8,50,9,42,9,8
CUST00315,2023-09,2,9,22.22,14,90,5,2
CUST00315,2023-10,3,8,37.5,1,156,0,9
CUST00315,2023-11,4,10,40,13,35,8,2
CUST00315,2023-12,1,5,20,1,44,4,4
CUST00317,2022-06,2,8,25,15,97,8,8
CUST00317,2022-07,2,8,25,7,45,7,2
CUST00317,2022-08,3,8,37.5,9,194,9,7
CUST00317,2022-09,3,14,21.43,6,71,9,1
CUST00317,2022-10,2,5,40,9,92,6,2
CUST00317,2022-11,3,10,30,5,125,10,4
CUST00317,2022-12,2,6,33.33,14,108,6,4
CUST00317,2023-01,4,14,28.57,3,101,5,2
CUST00317,2023-02,2,6,33.33,4,110,10,10
CUST00317,2023-03,2,5,40,14,140,3,8
CUST00317,2023-04,2,12,16.67,1,50,8,10
CUST00317,2023-05,5,11,45.45,11,106,6,1
CUST00317,2023-06,4,10,40,5,55,8,2
CUST00317,2023-07,4,11,36.36,5,27,10,7
CUST00317,2023-08,1,6,16.67,2,169,7,6
CUST00317,2023-09,6,15,40,6,147,10,5
CUST00317,2023-10,4,11,36.36,1,105,1,1
CUST00318,2022-04,43,135,31.85,1,44,7,4
CUST00318,2022-05,12,51,23.53,8,117,3,7
CUST00318,2022-06,29,67,43.28,9,36,4,5
CUST00318,2022-07,31,136,22.79,2,145,9,4
CUST00318,2022-08,31,125,24.8,4,15,9,7
